1	   0.0028	   0.0084	   0.0034	   -1.1302	   2.4288	   0.2300	   9986.0736	   422.6064	   1489.9106	   9986.0708	   422.5980	   	   1489.9071
2	   0.0013	   0.0310	   0.0024	   -1.3463	   2.0042	   0.1720	   9986.1075	   432.6170	   1489.8920	   9986.1062	   432.5860	   	   1489.8896
3	   0.0038	   0.0199	   0.0040	   -1.5285	   1.7575	   0.1700	   9986.1297	   438.6241	   1489.8782	   9986.1259	   438.6042	   	   1489.8742
4	   0.0022	   0.0248	   0.0023	   -1.7001	   1.5046	   0.1700	   9986.1488	   444.6315	   1489.8623	   9986.1466	   444.6066	   	   1489.8600
5	   0.0025	   0.0171	   0.0024	   -1.8972	   1.3347	   0.1700	   9986.1628	   450.6379	   1489.8456	   9986.1603	   450.6208	   	   1489.8433
6	   0.0036	   0.0236	   0.0032	   -2.1266	   1.2659	   0.1700	   9986.1696	   456.6438	   1489.8276	   9986.1660	   456.6202	   	   1489.8244
7	   0.0029	   0.0243	   0.0027	   -2.3256	   1.2594	   0.1770	   9986.1693	   462.6492	   1489.8104	   9986.1664	   462.6250	   	   1489.8077
8	   0.0023	   0.0105	   0.0045	   -2.5068	   1.3034	   0.1700	   9986.1646	   468.6541	   1489.7964	   9986.1624	   468.6436	   	   1489.7919
9	   0.0042	   0.0183	   0.0038	   -2.6136	   1.4123	   0.1780	   9986.1577	   474.6578	   1489.7870	   9986.1534	   474.6395	   	   1489.7832
10	   0.0027	   0.0221	   0.0023	   -2.6166	   1.5080	   0.1670	   9986.1483	   480.6591	   1489.7853	   9986.1456	   480.6370	   	   1489.7831
11	   0.0035	   0.0223	   0.0033	   -2.5456	   1.6687	   0.1660	   9986.1358	   486.6579	   1489.7924	   9986.1323	   486.6357	   	   1489.7890
12	   0.0009	   0.0291	   0.0010	   -2.3530	   1.8527	   0.1740	   9986.1183	   492.6542	   1489.8065	   9986.1174	   492.6251	   	   1489.8054
13	   0.0028	   0.0237	   0.0030	   -2.1751	   2.0521	   0.1650	   9986.1037	   498.6488	   1489.8232	   9986.1009	   498.6251	   	   1489.8202
14	   0.0017	   0.0226	   0.0013	   -1.9484	   2.2245	   0.0610	   9986.0886	   504.6418	   1489.8404	   9986.0868	   504.6192	   	   1489.8391
15	   0.0014	   0.0354	   0.0021	   -1.8971	   2.2921	   0.0580	   9986.0833	   506.6393	   1489.8459	   9986.0819	   506.6040	   	   1489.8439
16	   0.0022	   0.0169	   0.0033	   -1.8401	   2.3590	   0.0580	   9986.0779	   508.6368	   1489.8513	   9986.0757	   508.6199	   	   1489.8480
17	   0.0033	   0.0149	   0.0033	   -1.7785	   2.4393	   0.0580	   9986.0723	   510.6343	   1489.8565	   9986.0691	   510.6193	   	   1489.8532
18	   0.0021	   0.0130	   0.0032	   -1.6667	   2.5731	   0.0650	   9986.0602	   514.6298	   1489.8657	   9986.0581	   514.6169	   	   1489.8625
19	   0.0010	   0.0247	   0.0024	   -1.6111	   2.6438	   0.0580	   9986.0539	   516.6280	   1489.8698	   9986.0529	   516.6033	   	   1489.8674
20	   0.0040	   0.0167	   0.0040	   -1.5790	   2.7579	   0.0590	   9986.0472	   518.6261	   1489.8739	   9986.0432	   518.6094	   	   1489.8699
21	   0.0031	   0.0161	   0.0033	   -1.5203	   2.8346	   0.0610	   9986.0400	   520.6243	   1489.8780	   9986.0369	   520.6082	   	   1489.8748
22	   0.0012	   0.0224	   0.0022	   -1.4617	   2.9063	   0.0590	   9986.0326	   522.6226	   1489.8820	   9986.0314	   522.6002	   	   1489.8798
23	   0.0025	   0.0261	   0.0017	   -1.4144	   3.0157	   0.0590	   9986.0251	   524.6211	   1489.8856	   9986.0227	   524.5950	   	   1489.8838
24	   0.0029	   0.0257	   0.0029	   -1.3886	   3.1156	   0.0590	   9986.0174	   526.6198	   1489.8889	   9986.0145	   526.5941	   	   1489.8860
25	   0.0016	   0.0329	   0.0036	   -1.3625	   3.2044	   0.0680	   9986.0093	   528.6186	   1489.8919	   9986.0076	   528.5857	   	   1489.8883
26	   0.0009	   0.0227	   0.0021	   -1.3107	   3.2844	   0.0600	   9986.0014	   530.6178	   1489.8945	   9986.0005	   530.5951	   	   1489.8923
27	   0.0013	   0.0321	   0.0037	   -1.3064	   3.3878	   0.0590	   9985.9939	   532.6171	   1489.8966	   9985.9926	   532.5850	   	   1489.8929
28	   0.0044	   0.0143	   0.0027	   -1.2662	   3.5014	   0.0600	   9985.9866	   534.6165	   1489.8986	   9985.9822	   534.6022	   	   1489.8958
29	   0.0036	   0.0210	   0.0023	   -1.2417	   3.5870	   0.0580	   9985.9792	   536.6161	   1489.9003	   9985.9756	   536.5952	   	   1489.8980
30	   0.0012	   0.0233	   0.0026	   -1.2274	   3.6469	   0.0590	   9985.9720	   538.6158	   1489.9018	   9985.9708	   538.5924	   	   1489.8992
31	   0.0036	   0.0171	   0.0036	   -1.2189	   3.7602	   0.0590	   9985.9647	   540.6153	   1489.9035	   9985.9611	   540.5981	   	   1489.8998
32	   0.0026	   0.0244	   0.0032	   -1.1917	   3.8496	   0.0580	   9985.9569	   542.6145	   1489.9054	   9985.9543	   542.5901	   	   1489.9022
33	   0.0032	   0.0204	   0.0027	   -1.1608	   3.9566	   0.0600	   9985.9484	   544.6137	   1489.9074	   9985.9452	   544.5933	   	   1489.9047
34	   0.0040	   0.0110	   0.0018	   -1.1289	   4.0608	   0.0610	   9985.9400	   546.6130	   1489.9089	   9985.9360	   546.6020	   	   1489.9072
